brand_code,machine_name_ko,machine_name_en,verified_model,verification_status,manufacturer,product_series,source_url,verified_structure,verified_adjustments,exercise_tip,exercise_tip_en
HAMMER_STRENGTH,어시스트 딥,Assisted Dip,Hammer Strength Select Assist Dip Chin,PARTIALLY_VERIFIED,Life Fitness (Hammer Strength),Select,https://www.lifefitness.com/en-us/catalog/strength-training/selectorized/hammer-strength-select,Select Assist Dip Chin(HS-ADC)은 딥과 친업을 모두 지원하는 어시스트 머신입니다. 딥 전용 SKU는 없습니다.,"무릎 패드, 보조 중량, 그립","🏋️ HAMMER STRENGTH — Hammer Strength Select Assist Dip Chin · Select

🎯 ONE KEY CUE
🔥 ""딥 시 보조량을 줄이고 견갑 안정 유지""

⚙️ ① 기구 세팅
📋 검증 상태: PARTIALLY_VERIFIED
🏷️ 확인 모델: Hammer Strength Select Assist Dip Chin
Select Assist Dip Chin(HS-ADC)은 딥과 친업을 모두 지원하는 어시스트 머신입니다. 딥 전용 SKU는 없습니다.
⚙️ 조절 포인트: 무릎 패드, 보조 중량, 그립

🛤️ ② 운동 경로
무릎 패드 보조 하에 상완 하강 후 팔꿈치 신전으로 상승

⚠️ ③ 흔한 실수
풀업용 보조 중량을 딥에 그대로 적용하는 것

💡 MACHINE FIT PRO TIP
Select 라인 특성(가이드 궤적·좌우 독립·플레이트 로딩)에 맞춰 첫 2세트는 템포를 늦추고, 좌우/전후 대칭을 확인한 다음 무게를 올리세요.","🏋️ HAMMER STRENGTH — Hammer Strength Select Assist Dip Chin · Select

🎯 ONE KEY CUE
🔥 ""For dips, use less assistance and keep the shoulders stable""

⚙️ ① Setup
📋 Status: PARTIALLY_VERIFIED
🏷️ Verified model: Hammer Strength Select Assist Dip Chin
Select Assist Dip Chin(HS-ADC)은 딥과 친업을 모두 지원하는 어시스트 머신입니다. 딥 전용 SKU는 없습니다.
⚙️ Adjustments: 무릎 패드, 보조 중량, 그립

🛤️ ② Movement path
무릎 패드 보조 하에 상완 하강 후 팔꿈치 신전으로 상승

⚠️ ③ Common mistake
풀업용 보조 중량을 딥에 그대로 적용하는 

💡 MACHINE FIT PRO TIP
Use the Select guided path: slow the first two sets, check left-right symmetry, then add load."
HAMMER_STRENGTH,슈퍼 인클라인 프레스,Super Incline Press,Plate-Loaded Iso-Lateral Super Incline Press,VERIFIED,Life Fitness (Hammer Strength),Plate-Loaded,https://www.lifefitness.com/en-us/catalog/strength-training/plate-loaded,Plate-Loaded Iso-Lateral Super Incline Press(IL-FMP)로 높은 인클라인 각도 프레스를 제공합니다.,"시트, 패드, 중량","🏋️ HAMMER STRENGTH — Plate-Loaded Iso-Lateral Super Incline Press · Plate-Loaded

🎯 ONE KEY CUE
🔥 ""어깨를 아래로 내리고 큰 인클라인 각도 유지""

⚙️ ① 기구 세팅
📋 검증 상태: VERIFIED
🏷️ 확인 모델: Plate-Loaded Iso-Lateral Super Incline Press
Plate-Loaded Iso-Lateral Super Incline Press(IL-FMP)로 높은 인클라인 각도 프레스를 제공합니다.
⚙️ 조절 포인트: 시트, 패드, 중량

🛤️ ② 운동 경로
가파른 인클라인에서 손잡이를 위·앞으로 밀었다 복귀

⚠️ ③ 흔한 실수
각도가 높아도 허리 반동으로 밀어내는 것

💡 MACHINE FIT PRO TIP
Plate-Loaded 라인 특성(가이드 궤적·좌우 독립·플레이트 로딩)에 맞춰 첫 2세트는 템포를 늦추고, 좌우/전후 대칭을 확인한 다음 무게를 올리세요.","🏋️ HAMMER STRENGTH — Plate-Loaded Iso-Lateral Super Incline Press · Plate-Loaded

🎯 ONE KEY CUE
🔥 ""Keep the shoulders down and maintain the steep incline angle""

⚙️ ① Setup
📋 Status: VERIFIED
🏷️ Verified model: Plate-Loaded Iso-Lateral Super Incline Press
Plate-Loaded Iso-Lateral Super Incline Press(IL-FMP)로 높은 인클라인 각도 프레스를 제공합니다.
⚙️ Adjustments: 시트, 패드, 중량

🛤️ ② Movement path
가파른 인클라인에서 손잡이를 위·앞으로 press었다 return

⚠️ ③ Common mistake
각도가 높아도 허리 반동으로 밀어내는 

💡 MACHINE FIT PRO TIP
Use the Plate-Loaded guided path: slow the first two sets, check left-right symmetry, then add load."
HAMMER_STRENGTH,랫풀다운,Lat Pulldown,Hammer Strength Select Lat Pulldown,VERIFIED,Life Fitness (Hammer Strength),Select,https://www.lifefitness.com/en-us/catalog/strength-training/selectorized/hammer-strength-select,Select Lat Pulldown(HS-PD) 셀렉터라이즈드 랫풀다운 머신입니다.,"시트, 허벅지 패드, 스택 핀, 바","🏋️ HAMMER STRENGTH — Hammer Strength Select Lat Pulldown · Select

🎯 ONE KEY CUE
🔥 ""가슴을 바 쪽으로 당기며 팔꿈치를 아래로""

⚙️ ① 기구 세팅
📋 검증 상태: VERIFIED
🏷️ 확인 모델: Hammer Strength Select Lat Pulldown
Select Lat Pulldown(HS-PD) 셀렉터라이즈드 랫풀다운 머신입니다.
⚙️ 조절 포인트: 시트, 허벅지 패드, 스택 핀, 바

🛤️ ② 운동 경로
팔 신전 상태에서 바를 가슴 위쪽으로 당겼다 천천히 복귀

⚠️ ③ 흔한 실수
몸통을 뒤로 젖혀 반동으로 당기는 것

💡 MACHINE FIT PRO TIP
Select 라인 특성(가이드 궤적·좌우 독립·플레이트 로딩)에 맞춰 첫 2세트는 템포를 늦추고, 좌우/전후 대칭을 확인한 다음 무게를 올리세요.","🏋️ HAMMER STRENGTH — Hammer Strength Select Lat Pulldown · Select

🎯 ONE KEY CUE
🔥 ""Pull the bar toward the chest and drive the elbows down""

⚙️ ① Setup
📋 Status: VERIFIED
🏷️ Verified model: Hammer Strength Select Lat Pulldown
Select Lat Pulldown(HS-PD) 셀렉터라이즈드 랫풀다운 머신.
⚙️ Adjustments: 시트, 허벅지 패드, 스택 핀, 바

🛤️ ② Movement path
팔 신전 상태에서 바를 가슴 위쪽으로 당겼다 천천히 return

⚠️ ③ Common mistake
몸통을 뒤로 젖혀 반동으로 당기는 

💡 MACHINE FIT PRO TIP
Use the Select guided path: slow the first two sets, check left-right symmetry, then add load."
HAMMER_STRENGTH,와이드 랫풀다운,Wide Lat Pulldown,Plate-Loaded Iso-Lateral Wide Pulldown,VERIFIED,Life Fitness (Hammer Strength),Plate-Loaded,https://www.lifefitness.com/en-us/catalog/strength-training/plate-loaded,Plate-Loaded Iso-Lateral Wide Pulldown(IL-WPD)로 와이드 그립 랫풀다운을 제공합니다.,"시트, 그립, 중량","🏋️ HAMMER STRENGTH — Plate-Loaded Iso-Lateral Wide Pulldown · Plate-Loaded

🎯 ONE KEY CUE
🔥 ""와이드 그립에서 견갑을 먼저 내려 당기기""

⚙️ ① 기구 세팅
📋 검증 상태: VERIFIED
🏷️ 확인 모델: Plate-Loaded Iso-Lateral Wide Pulldown
Plate-Loaded Iso-Lateral Wide Pulldown(IL-WPD)로 와이드 그립 랫풀다운을 제공합니다.
⚙️ 조절 포인트: 시트, 그립, 중량

🛤️ ② 운동 경로
넓은 그립으로 바를 가슴 위쪽 대각선 아래로 당겼다 복귀

⚠️ ③ 흔한 실수
손목만 당기고 광배 수축 없이 팔만 굽히는 것

💡 MACHINE FIT PRO TIP
Plate-Loaded 라인 특성(가이드 궤적·좌우 독립·플레이트 로딩)에 맞춰 첫 2세트는 템포를 늦추고, 좌우/전후 대칭을 확인한 다음 무게를 올리세요.","🏋️ HAMMER STRENGTH — Plate-Loaded Iso-Lateral Wide Pulldown · Plate-Loaded

🎯 ONE KEY CUE
🔥 ""With a wide grip, initiate the pull by setting the scapula down""

⚙️ ① Setup
📋 Status: VERIFIED
🏷️ Verified model: Plate-Loaded Iso-Lateral Wide Pulldown
Plate-Loaded Iso-Lateral Wide Pulldown(IL-WPD)로 와이드 그립 랫풀다운을 제공합니다.
⚙️ Adjustments: 시트, 그립, 중량

🛤️ ② Movement path
넓은 그립으로 바를 가슴 위쪽 대각선 아래로 당겼다 return

⚠️ ③ Common mistake
손목만 당기고 광배 수축 없이 팔만 굽히는 

💡 MACHINE FIT PRO TIP
Use the Plate-Loaded guided path: slow the first two sets, check left-right symmetry, then add load."
HAMMER_STRENGTH,프론트 풀다운,Front Pulldown,MTS Iso-Lateral Front Pulldown,VERIFIED,Life Fitness (Hammer Strength),MTS,https://www.lifefitness.com/en-us/catalog/strength-training/selectorized/motion-technology-selectorised,MTS Iso-Lateral Front Pulldown(MTSFP)으로 전방(프론트) 풀다운 동작을 제공합니다.,"시트, 패드, 좌·우 스택 핀","🏋️ HAMMER STRENGTH — MTS Iso-Lateral Front Pulldown · MTS

🎯 ONE KEY CUE
🔥 ""몸 앞쪽 궤적으로 팔꿈치를 아래·뒤로""

⚙️ ① 기구 세팅
📋 검증 상태: VERIFIED
🏷️ 확인 모델: MTS Iso-Lateral Front Pulldown
MTS Iso-Lateral Front Pulldown(MTSFP)으로 전방(프론트) 풀다운 동작을 제공합니다.
⚙️ 조절 포인트: 시트, 패드, 좌·우 스택 핀

🛤️ ② 운동 경로
전방에서 손잡이를 가슴 위쪽으로 당겼다 천천히 복귀

⚠️ ③ 흔한 실수
상체를 과하게 뒤로 젖혀 저항을 줄이는 것

💡 MACHINE FIT PRO TIP
MTS 라인 특성(가이드 궤적·좌우 독립·플레이트 로딩)에 맞춰 첫 2세트는 템포를 늦추고, 좌우/전후 대칭을 확인한 다음 무게를 올리세요.","🏋️ HAMMER STRENGTH — MTS Iso-Lateral Front Pulldown · MTS

🎯 ONE KEY CUE
🔥 ""Pull with the elbows down and back on a front-facing path""

⚙️ ① Setup
📋 Status: VERIFIED
🏷️ Verified model: MTS Iso-Lateral Front Pulldown
MTS Iso-Lateral Front Pulldown(MTSFP)으로 전방(프론트) 풀다운 동작을 제공합니다.
⚙️ Adjustments: 시트, 패드, 좌·우 스택 핀

🛤️ ② Movement path
전방에서 손잡이를 가슴 위쪽으로 당겼다 천천히 return

⚠️ ③ Common mistake
상체를 과하게 뒤로 젖혀 저항을 줄이는 

💡 MACHINE FIT PRO TIP
Use the MTS guided path: slow the first two sets, check left-right symmetry, then add load."
HAMMER_STRENGTH,아이소래터럴 랫풀다운,Iso-Lateral Lat Pulldown,MTS Iso-Lateral Front Pulldown,VERIFIED,Life Fitness (Hammer Strength),MTS,https://www.lifefitness.com/en-us/catalog/strength-training/selectorized/motion-technology-selectorised,MTS 라인에서 아이소래터럴 풀다운은 Front Pulldown(MTSFP)이 공식 대응 모델입니다.,"시트, 패드, 좌·우 스택 핀","🏋️ HAMMER STRENGTH — MTS Iso-Lateral Front Pulldown · MTS

🎯 ONE KEY CUE
🔥 ""좌우를 동일 템포로 당기며 약한 쪽 확인""

⚙️ ① 기구 세팅
📋 검증 상태: VERIFIED
🏷️ 확인 모델: MTS Iso-Lateral Front Pulldown
MTS 라인에서 아이소래터럴 풀다운은 Front Pulldown(MTSFP)이 공식 대응 모델입니다.
⚙️ 조절 포인트: 시트, 패드, 좌·우 스택 핀

🛤️ ② 운동 경로
각 팔이 독립적으로 아래·뒤로 당겼다 복귀

⚠️ ③ 흔한 실수
한쪽 팔만 먼저 당겨 비대칭을 강화하는 것

💡 MACHINE FIT PRO TIP
MTS 라인 특성(가이드 궤적·좌우 독립·플레이트 로딩)에 맞춰 첫 2세트는 템포를 늦추고, 좌우/전후 대칭을 확인한 다음 무게를 올리세요.","🏋️ HAMMER STRENGTH — MTS Iso-Lateral Front Pulldown · MTS

🎯 ONE KEY CUE
🔥 ""Pull both sides at the same tempo and note the weaker side""

⚙️ ① Setup
📋 Status: VERIFIED
🏷️ Verified model: MTS Iso-Lateral Front Pulldown
MTS 라인에서 아이소래터럴 풀다운은 Front Pulldown(MTSFP)이 공식 대응 모델.
⚙️ Adjustments: 시트, 패드, 좌·우 스택 핀

🛤️ ② Movement path
각 팔이 독립적으로 아래·뒤로 당겼다 return

⚠️ ③ Common mistake
한쪽 팔만 먼저 당겨 비대칭을 강화하는 

💡 MACHINE FIT PRO TIP
Use the MTS guided path: slow the first two sets, check left-right symmetry, then add load."
HAMMER_STRENGTH,하이로우,High Row,Plate-Loaded Iso-Lateral High Row,VERIFIED,Life Fitness (Hammer Strength),Plate-Loaded,https://www.lifefitness.com/en-us/catalog/strength-training/plate-loaded,Plate-Loaded Iso-Lateral High Row(IL-HR)로 상부 등·후면 어깨 중심의 하이 로우를 제공합니다.,"시트, 가슴 패드, 중량","🏋️ HAMMER STRENGTH — Plate-Loaded Iso-Lateral High Row · Plate-Loaded

🎯 ONE KEY CUE
🔥 ""팔꿈치를 대각선 아래·뒤로 끌어 윗가슴 쪽으로""

⚙️ ① 기구 세팅
📋 검증 상태: VERIFIED
🏷️ 확인 모델: Plate-Loaded Iso-Lateral High Row
Plate-Loaded Iso-Lateral High Row(IL-HR)로 상부 등·후면 어깨 중심의 하이 로우를 제공합니다.
⚙️ 조절 포인트: 시트, 가슴 패드, 중량

🛤️ ② 운동 경로
높은 손잡이 위치에서 아래·뒤로 당겼다 복귀

⚠️ ③ 흔한 실수
어깨를 들어올리며 승모근으로 당기는 것

💡 MACHINE FIT PRO TIP
Plate-Loaded 라인 특성(가이드 궤적·좌우 독립·플레이트 로딩)에 맞춰 첫 2세트는 템포를 늦추고, 좌우/전후 대칭을 확인한 다음 무게를 올리세요.","🏋️ HAMMER STRENGTH — Plate-Loaded Iso-Lateral High Row · Plate-Loaded

🎯 ONE KEY CUE
🔥 ""Drive the elbows down and back toward the upper chest""

⚙️ ① Setup
📋 Status: VERIFIED
🏷️ Verified model: Plate-Loaded Iso-Lateral High Row
Plate-Loaded Iso-Lateral High Row(IL-HR)로 상부 등·후면 어깨 중심의 하이 로우를 제공합니다.
⚙️ Adjustments: 시트, 가슴 패드, 중량

🛤️ ② Movement path
높은 손잡이 위치에서 아래·뒤로 당겼다 return

⚠️ ③ Common mistake
어깨를 들어올리며 승모근으로 당기는 

💡 MACHINE FIT PRO TIP
Use the Plate-Loaded guided path: slow the first two sets, check left-right symmetry, then add load."
HAMMER_STRENGTH,아이소래터럴 하이로우,Iso-Lateral High Row,MTS Iso-Lateral High Row,VERIFIED,Life Fitness (Hammer Strength),MTS,https://www.lifefitness.com/en-us/catalog/strength-training/selectorized/motion-technology-selectorised,MTS Iso-Lateral High Row(MTSHR)로 독립 스택 하이 로우를 제공합니다.,"시트, 패드, 좌·우 스택 핀","🏋️ HAMMER STRENGTH — MTS Iso-Lateral High Row · MTS

🎯 ONE KEY CUE
🔥 ""가슴 패드에 고정하고 좌우 동일하게 당기기""

⚙️ ① 기구 세팅
📋 검증 상태: VERIFIED
🏷️ 확인 모델: MTS Iso-Lateral High Row
MTS Iso-Lateral High Row(MTSHR)로 독립 스택 하이 로우를 제공합니다.
⚙️ 조절 포인트: 시트, 패드, 좌·우 스택 핀

🛤️ ② 운동 경로
각 팔이 독립적으로 아래·뒤로 당겼다 복귀

⚠️ ③ 흔한 실수
몸통을 패드에서 떼어 반동으로 당기는 것

💡 MACHINE FIT PRO TIP
MTS 라인 특성(가이드 궤적·좌우 독립·플레이트 로딩)에 맞춰 첫 2세트는 템포를 늦추고, 좌우/전후 대칭을 확인한 다음 무게를 올리세요.","🏋️ HAMMER STRENGTH — MTS Iso-Lateral High Row · MTS

🎯 ONE KEY CUE
🔥 ""Stay on the chest pad and pull evenly on both sides""

⚙️ ① Setup
📋 Status: VERIFIED
🏷️ Verified model: MTS Iso-Lateral High Row
MTS Iso-Lateral High Row(MTSHR)로 독립 스택 하이 로우를 제공합니다.
⚙️ Adjustments: 시트, 패드, 좌·우 스택 핀

🛤️ ② Movement path
각 팔이 독립적으로 아래·뒤로 당겼다 return

⚠️ ③ Common mistake
몸통을 패드에서 떼어 반동으로 당기는 

💡 MACHINE FIT PRO TIP
Use the MTS guided path: slow the first two sets, check left-right symmetry, then add load."
HAMMER_STRENGTH,시티드 로우,Seated Row,Hammer Strength Select Seated Row,VERIFIED,Life Fitness (Hammer Strength),Select,https://www.lifefitness.com/en-us/catalog/strength-training/selectorized/hammer-strength-select,Select Seated Row(HS-RW) 좌식 셀렉터라이즈드 로우 머신입니다.,"시트, 가슴/발 패드, 스택 핀","🏋️ HAMMER STRENGTH — Hammer Strength Select Seated Row · Select

🎯 ONE KEY CUE
🔥 ""가슴을 패드에 붙이고 팔꿈치를 뒤로""

⚙️ ① 기구 세팅
📋 검증 상태: VERIFIED
🏷️ 확인 모델: Hammer Strength Select Seated Row
Select Seated Row(HS-RW) 좌식 셀렉터라이즈드 로우 머신입니다.
⚙️ 조절 포인트: 시트, 가슴/발 패드, 스택 핀

🛤️ ② 운동 경로
앉은 자세에서 손잡이를 복부·갈비뼈 쪽으로 당겼다 복귀

⚠️ ③ 흔한 실수
상체를 뒤로 젖혀 반동으로 당기는 것

💡 MACHINE FIT PRO TIP
Select 라인 특성(가이드 궤적·좌우 독립·플레이트 로딩)에 맞춰 첫 2세트는 템포를 늦추고, 좌우/전후 대칭을 확인한 다음 무게를 올리세요.","🏋️ HAMMER STRENGTH — Hammer Strength Select Seated Row · Select

🎯 ONE KEY CUE
🔥 ""Keep the chest on the pad and pull the elbows back""

⚙️ ① Setup
📋 Status: VERIFIED
🏷️ Verified model: Hammer Strength Select Seated Row
Select Seated Row(HS-RW) 좌식 셀렉터라이즈드 로우 머신.
⚙️ Adjustments: 시트, 가슴/발 패드, 스택 핀

🛤️ ② Movement path
앉은 자세에서 손잡이를 복부·갈비뼈 쪽으로 당겼다 return

⚠️ ③ Common mistake
상체를 뒤로 젖혀 반동으로 당기는 

💡 MACHINE FIT PRO TIP
Use the Select guided path: slow the first two sets, check left-right symmetry, then add load."
HAMMER_STRENGTH,로우 머신,Row Machine,Plate-Loaded Iso-Lateral Rowing,PARTIALLY_VERIFIED,Life Fitness (Hammer Strength),Plate-Loaded,https://www.lifefitness.com/en-us/catalog/strength-training/plate-loaded,"일반 ""로우 머신""은 Plate-Loaded Iso-Lateral Rowing(IL-ROW)이 가장 근접합니다. 전용 단일 SKU명은 없습니다.","시트, 패드, 중량","🏋️ HAMMER STRENGTH — Plate-Loaded Iso-Lateral Rowing · Plate-Loaded

🎯 ONE KEY CUE
🔥 ""견갑을 모은 뒤 팔꿈치를 뒤로 당기기""

⚙️ ① 기구 세팅
📋 검증 상태: PARTIALLY_VERIFIED
🏷️ 확인 모델: Plate-Loaded Iso-Lateral Rowing
일반 ""로우 머신""은 Plate-Loaded Iso-Lateral Rowing(IL-ROW)이 가장 근접합니다. 전용 단일 SKU명은 없습니다.
⚙️ 조절 포인트: 시트, 패드, 중량

🛤️ ② 운동 경로
좌식에서 손잡이를 몸통 쪽으로 당겼다 천천히 복귀

⚠️ ③ 흔한 실수
Seated Row(HS-RW)와 IL-ROW를 동일 모델로 기록하는 것

💡 MACHINE FIT PRO TIP
Plate-Loaded 라인 특성(가이드 궤적·좌우 독립·플레이트 로딩)에 맞춰 첫 2세트는 템포를 늦추고, 좌우/전후 대칭을 확인한 다음 무게를 올리세요.","🏋️ HAMMER STRENGTH — Plate-Loaded Iso-Lateral Rowing · Plate-Loaded

🎯 ONE KEY CUE
🔥 ""Set the scapula, then pull the elbows back""

⚙️ ① Setup
📋 Status: PARTIALLY_VERIFIED
🏷️ Verified model: Plate-Loaded Iso-Lateral Rowing
일반 ""로우 머신""은 Plate-Loaded Iso-Lateral Rowing(IL-ROW)이 가장 근접합니다. 전용 단일 SKU명은 없습니다.
⚙️ Adjustments: 시트, 패드, 중량

🛤️ ② Movement path
좌식에서 손잡이를 몸통 쪽으로 당겼다 천천히 return

⚠️ ③ Common mistake
Seated Row(HS-RW)와 IL-ROW를 동일 모델로 기록하는 

💡 MACHINE FIT PRO TIP
Use the Plate-Loaded guided path: slow the first two sets, check left-right symmetry, then add load."
HAMMER_STRENGTH,로우 로우,Low Row,Plate-Loaded Iso-Lateral Low Row,VERIFIED,Life Fitness (Hammer Strength),Plate-Loaded,https://www.lifefitness.com/en-us/catalog/strength-training/plate-loaded,Plate-Loaded Iso-Lateral Low Row(IL-LR)로 낮은 각도 로우를 제공합니다.,"시트, 발 위치, 중량","🏋️ HAMMER STRENGTH — Plate-Loaded Iso-Lateral Low Row · Plate-Loaded

🎯 ONE KEY CUE
🔥 ""낮은 그립에서 팔꿈치를 허리 쪽으로""

⚙️ ① 기구 세팅
📋 검증 상태: VERIFIED
🏷️ 확인 모델: Plate-Loaded Iso-Lateral Low Row
Plate-Loaded Iso-Lateral Low Row(IL-LR)로 낮은 각도 로우를 제공합니다.
⚙️ 조절 포인트: 시트, 발 위치, 중량

🛤️ ② 운동 경로
낮은 손잡이에서 뒤·아래로 당겼다 복귀

⚠️ ③ 흔한 실수
상체를 과하게 기울여 요추에 부담을 주는 것

💡 MACHINE FIT PRO TIP
Plate-Loaded 라인 특성(가이드 궤적·좌우 독립·플레이트 로딩)에 맞춰 첫 2세트는 템포를 늦추고, 좌우/전후 대칭을 확인한 다음 무게를 올리세요.","🏋️ HAMMER STRENGTH — Plate-Loaded Iso-Lateral Low Row · Plate-Loaded

🎯 ONE KEY CUE
🔥 ""From the low grip, pull the elbows toward the waist""

⚙️ ① Setup
📋 Status: VERIFIED
🏷️ Verified model: Plate-Loaded Iso-Lateral Low Row
Plate-Loaded Iso-Lateral Low Row(IL-LR)로 낮은 각도 로우를 제공합니다.
⚙️ Adjustments: 시트, 발 위치, 중량

🛤️ ② Movement path
낮은 손잡이에서 뒤·아래로 당겼다 return

⚠️ ③ Common mistake
상체를 과하게 기울여 요추에 부담을 주는 

💡 MACHINE FIT PRO TIP
Use the Plate-Loaded guided path: slow the first two sets, check left-right symmetry, then add load."
HAMMER_STRENGTH,미드 로우,Mid Row,MTS Iso-Lateral Row,VERIFIED,Life Fitness (Hammer Strength),MTS,https://www.lifefitness.com/en-us/catalog/strength-training/selectorized/motion-technology-selectorised,MTS Iso-Lateral Row(MTSRW)가 미드/수평 로우에 해당하는 공식 MTS 모델입니다.,"시트, 패드, 좌·우 스택 핀","🏋️ HAMMER STRENGTH — MTS Iso-Lateral Row · MTS

🎯 ONE KEY CUE
🔥 ""가슴을 세우고 갈비뼈 쪽으로 당기기""

⚙️ ① 기구 세팅
📋 검증 상태: VERIFIED
🏷️ 확인 모델: MTS Iso-Lateral Row
MTS Iso-Lateral Row(MTSRW)가 미드/수평 로우에 해당하는 공식 MTS 모델입니다.
⚙️ 조절 포인트: 시트, 패드, 좌·우 스택 핀

🛤️ ② 운동 경로
중간 높이에서 손잡이를 몸통 쪽으로 당겼다 복귀

⚠️ ③ 흔한 실수
어깨를 앞으로 말리며 중부 등 대신 팔만 사용하는 것

💡 MACHINE FIT PRO TIP
MTS 라인 특성(가이드 궤적·좌우 독립·플레이트 로딩)에 맞춰 첫 2세트는 템포를 늦추고, 좌우/전후 대칭을 확인한 다음 무게를 올리세요.","🏋️ HAMMER STRENGTH — MTS Iso-Lateral Row · MTS

🎯 ONE KEY CUE
🔥 ""Stay tall and pull toward the rib cage""

⚙️ ① Setup
📋 Status: VERIFIED
🏷️ Verified model: MTS Iso-Lateral Row
MTS Iso-Lateral Row(MTSRW)가 미드/수평 로우에 해당하는 공식 MTS 모델.
⚙️ Adjustments: 시트, 패드, 좌·우 스택 핀

🛤️ ② Movement path
중간 높이에서 손잡이를 몸통 쪽으로 당겼다 return

⚠️ ③ Common mistake
어깨를 앞으로 말리며 중부 등 대신 팔만 사용하는 

💡 MACHINE FIT PRO TIP
Use the MTS guided path: slow the first two sets, check left-right symmetry, then add load."
HAMMER_STRENGTH,아이소래터럴 로우,Iso-Lateral Row,MTS Iso-Lateral Row,VERIFIED,Life Fitness (Hammer Strength),MTS,https://www.lifefitness.com/en-us/catalog/strength-training/selectorized/motion-technology-selectorised,MTS Iso-Lateral Row(MTSRW)로 좌우 독립 로우 동작을 제공합니다.,"시트, 패드, 좌·우 스택 핀","🏋️ HAMMER STRENGTH — MTS Iso-Lateral Row · MTS

🎯 ONE KEY CUE
🔥 ""좌우 템포를 맞추며 등 중앙으로 수축""

⚙️ ① 기구 세팅
📋 검증 상태: VERIFIED
🏷️ 확인 모델: MTS Iso-Lateral Row
MTS Iso-Lateral Row(MTSRW)로 좌우 독립 로우 동작을 제공합니다.
⚙️ 조절 포인트: 시트, 패드, 좌·우 스택 핀

🛤️ ② 운동 경로
각 팔이 독립적으로 뒤로 당겼다 복귀

⚠️ ③ 흔한 실수
한쪽 팔만 더 멀리 당기는 것

💡 MACHINE FIT PRO TIP
MTS 라인 특성(가이드 궤적·좌우 독립·플레이트 로딩)에 맞춰 첫 2세트는 템포를 늦추고, 좌우/전후 대칭을 확인한 다음 무게를 올리세요.","🏋️ HAMMER STRENGTH — MTS Iso-Lateral Row · MTS

🎯 ONE KEY CUE
🔥 ""Match left-right tempo and squeeze through the mid-back""

⚙️ ① Setup
📋 Status: VERIFIED
🏷️ Verified model: MTS Iso-Lateral Row
MTS Iso-Lateral Row(MTSRW)로 좌우 독립 로우 동작을 제공합니다.
⚙️ Adjustments: 시트, 패드, 좌·우 스택 핀

🛤️ ② Movement path
각 팔이 독립적으로 뒤로 당겼다 return

⚠️ ③ Common mistake
한쪽 팔만 더 멀리 당기는 

💡 MACHINE FIT PRO TIP
Use the MTS guided path: slow the first two sets, check left-right symmetry, then add load."
HAMMER_STRENGTH,아이소래터럴 로우 로우,Iso-Lateral Low Row,Plate-Loaded Iso-Lateral Low Row,PARTIALLY_VERIFIED,Life Fitness (Hammer Strength),Plate-Loaded,https://www.lifefitness.com/en-us/catalog/strength-training/plate-loaded,MTS에 Low Row SKU가 없어 Plate-Loaded Iso-Lateral Low Row(IL-LR)가 로우 로우에 가장 근접합니다.,"시트, 발 위치, 중량","🏋️ HAMMER STRENGTH — Plate-Loaded Iso-Lateral Low Row · Plate-Loaded

🎯 ONE KEY CUE
🔥 ""낮은 손잡이에서 좌우 균형 있게 당기기""

⚙️ ① 기구 세팅
📋 검증 상태: PARTIALLY_VERIFIED
🏷️ 확인 모델: Plate-Loaded Iso-Lateral Low Row
MTS에 Low Row SKU가 없어 Plate-Loaded Iso-Lateral Low Row(IL-LR)가 로우 로우에 가장 근접합니다.
⚙️ 조절 포인트: 시트, 발 위치, 중량

🛤️ ② 운동 경로
낮은 각도에서 양팔을 독립적으로 뒤·아래로 당겼다 복귀

⚠️ ③ 흔한 실수
MTS Row(MTSRW)를 로우 로우와 동일 모델로 기록하는 것

💡 MACHINE FIT PRO TIP
Plate-Loaded 라인 특성(가이드 궤적·좌우 독립·플레이트 로딩)에 맞춰 첫 2세트는 템포를 늦추고, 좌우/전후 대칭을 확인한 다음 무게를 올리세요.","🏋️ HAMMER STRENGTH — Plate-Loaded Iso-Lateral Low Row · Plate-Loaded

🎯 ONE KEY CUE
🔥 ""From the low handles, pull evenly on both sides""

⚙️ ① Setup
📋 Status: PARTIALLY_VERIFIED
🏷️ Verified model: Plate-Loaded Iso-Lateral Low Row
MTS에 Low Row SKU가 없어 Plate-Loaded Iso-Lateral Low Row(IL-LR)가 로우 로우에 가장 근접합니다.
⚙️ Adjustments: 시트, 발 위치, 중량

🛤️ ② Movement path
낮은 각도에서 양팔을 독립적으로 뒤·아래로 당겼다 return

⚠️ ③ Common mistake
MTS Row(MTSRW)를 로우 로우와 동일 모델로 기록하는 

💡 MACHINE FIT PRO TIP
Use the Plate-Loaded guided path: slow the first two sets, check left-right symmetry, then add load."
